id,sample_id,crop_id,plan_name,target_yield,base_fertilizer,topdressing_plan,total_cost,expected_benefit,application_instructions,created_date,creator,status,created_at
11,9484,98,就是作物98专用施肥方案11,413.53,"{""复合肥"": ""54kg/亩"", ""有机肥"": ""1409kg/亩"", ""石灰"": ""65kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""15kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""25kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""10kg/亩""}]",682.83,2007.15,有机肥需充分腐熟后使用,2022-09-23,土壤专家,active,2023-06-06 00:53:58
12,7187,34,杏专用施肥方案12,579.59,"{""复合肥"": ""43kg/亩"", ""有机肥"": ""1023kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""19kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""27kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""12kg/亩""}]",451.82,1801.23,施肥后及时浇水，促进养分吸收,2024-04-01,农技专家,active,2024-03-07 15:15:44
13,8233,493,一下作物493专用施肥方案13,718.45,"{""复合肥"": ""38kg/亩"", ""有机肥"": ""2633kg/亩"", ""石灰"": ""56kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""11kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""16kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""11kg/亩""}]",369.43,1079.25,追肥分3次施用，根据作物生长情况调整,2023-03-02,土壤专家,archived,2025-04-23 22:47:58
14,7420,310,对于作物310专用施肥方案14,600.35,"{""复合肥"": ""44kg/亩"", ""有机肥"": ""1144kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""10kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""22kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""10kg/亩""}]",470.97,1463.0,追肥分3次施用，根据作物生长情况调整,2024-11-11,农技专家,draft,2022-09-29 18:58:56
15,9736,415,网络作物415专用施肥方案15,661.88,"{""复合肥"": ""57kg/亩"", ""有机肥"": ""2728kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""23kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""23kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""14kg/亩""}]",493.67,1653.67,叶面肥在早晨或傍晚喷施效果最佳,2024-03-03,作物专家,archived,2023-06-01 10:38:13
16,8065,467,因此作物467专用施肥方案16,640.43,"{""复合肥"": ""60kg/亩"", ""有机肥"": ""1960kg/亩"", ""石灰"": ""109kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""16kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""25kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""11kg/亩""}]",203.32,758.5,基肥在播种前7-10天施入，深翻入土,2022-12-14,农技专家,archived,2025-03-09 06:17:23
17,8980,242,支持作物242专用施肥方案17,650.1,"{""复合肥"": ""59kg/亩"", ""有机肥"": ""1304kg/亩"", ""石灰"": ""63kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""11kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""19kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""19kg/亩""}]",727.65,2482.33,基肥在播种前7-10天施入，深翻入土,2025-05-09,系统自动生成,draft,2024-12-17 01:49:12
18,952,210,学习作物210专用施肥方案18,797.9,"{""复合肥"": ""31kg/亩"", ""有机肥"": ""1071kg/亩"", ""石灰"": ""98kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""25kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""22kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""18kg/亩""}]",319.41,803.69,有机肥需充分腐熟后使用,2023-02-04,系统自动生成,draft,2024-05-02 14:52:24
19,7109,438,特别作物438专用施肥方案19,685.81,"{""复合肥"": ""54kg/亩"", ""有机肥"": ""1936kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""15kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""26kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""20kg/亩""}]",410.54,1514.16,叶面肥在早晨或傍晚喷施效果最佳,2022-07-23,系统自动生成,archived,2022-08-18 18:29:35
20,7527,320,重要作物320专用施肥方案20,519.92,"{""复合肥"": ""51kg/亩"", ""有机肥"": ""1884kg/亩"", ""石灰"": ""89kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""17kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""29kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""18kg/亩""}]",228.4,830.6,施肥后及时浇水，促进养分吸收,2023-02-18,作物专家,active,2022-12-23 00:47:11
21,955,345,关于作物345专用施肥方案21,630.92,"{""复合肥"": ""53kg/亩"", ""有机肥"": ""2700kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""15kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""26kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""10kg/亩""}]",221.08,668.02,叶面肥在早晨或傍晚喷施效果最佳,2023-04-25,系统自动生成,draft,2022-09-15 06:37:57
22,8959,133,建设作物133专用施肥方案22,927.04,"{""复合肥"": ""60kg/亩"", ""有机肥"": ""1393kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""21kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""19kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""20kg/亩""}]",438.9,1358.66,叶面肥在早晨或傍晚喷施效果最佳,2024-03-19,作物专家,draft,2022-12-19 05:07:58
23,7142,106,标题作物106专用施肥方案23,429.73,"{""复合肥"": ""47kg/亩"", ""有机肥"": ""1548kg/亩"", ""石灰"": ""82kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""14kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""22kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""19kg/亩""}]",247.76,876.2,施肥后及时浇水，促进养分吸收,2022-10-08,土壤专家,archived,2024-09-10 15:33:07
24,2070,297,地方作物297专用施肥方案24,906.23,"{""复合肥"": ""34kg/亩"", ""有机肥"": ""2994kg/亩"", ""石灰"": ""89kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""21kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""28kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""20kg/亩""}]",345.19,863.68,追肥分3次施用，根据作物生长情况调整,2023-07-02,系统自动生成,active,2025-05-13 06:35:41
25,8316,213,联系作物213专用施肥方案25,565.79,"{""复合肥"": ""47kg/亩"", ""有机肥"": ""1945kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""18kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""23kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""12kg/亩""}]",357.94,1404.58,追肥分3次施用，根据作物生长情况调整,2023-03-09,作物专家,active,2023-12-02 11:18:10
26,3978,476,来源作物476专用施肥方案26,693.85,"{""复合肥"": ""49kg/亩"", ""有机肥"": ""2040kg/亩"", ""石灰"": ""60kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""22kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""17kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""19kg/亩""}]",328.32,836.82,追肥分3次施用，根据作物生长情况调整,2023-11-08,作物专家,draft,2023-09-21 02:56:13
27,9495,491,各种作物491专用施肥方案27,805.27,"{""复合肥"": ""60kg/亩"", ""有机肥"": ""1992kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""21kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""27kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""20kg/亩""}]",257.63,647.08,叶面肥在早晨或傍晚喷施效果最佳,2025-04-25,系统自动生成,active,2023-01-15 21:56:01
28,5445,232,科技作物232专用施肥方案28,600.55,"{""复合肥"": ""43kg/亩"", ""有机肥"": ""1143kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""12kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""17kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""13kg/亩""}]",417.22,1058.82,基肥在播种前7-10天施入，深翻入土,2022-07-26,农技专家,active,2022-11-04 06:50:18
29,9488,475,科技作物475专用施肥方案29,978.15,"{""复合肥"": ""43kg/亩"", ""有机肥"": ""2733kg/亩"", ""石灰"": ""81kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""13kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""15kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""17kg/亩""}]",708.23,2195.03,追肥分3次施用，根据作物生长情况调整,2024-08-16,作物专家,archived,2023-01-04 04:17:31
30,7880,144,没有作物144专用施肥方案30,552.11,"{""复合肥"": ""31kg/亩"", ""有机肥"": ""2673kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""22kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""27kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""12kg/亩""}]",634.85,1999.79,基肥在播种前7-10天施入，深翻入土,2024-02-26,作物专家,archived,2023-08-20 13:40:05
31,645,116,品牌作物116专用施肥方案31,596.67,"{""复合肥"": ""59kg/亩"", ""有机肥"": ""1862kg/亩"", ""石灰"": ""147kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""19kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""17kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""11kg/亩""}]",427.41,1678.63,施肥后及时浇水，促进养分吸收,2025-02-07,农技专家,active,2023-02-03 04:04:25
32,4537,100,可能作物100专用施肥方案32,942.92,"{""复合肥"": ""44kg/亩"", ""有机肥"": ""1352kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""11kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""15kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""10kg/亩""}]",534.68,2025.35,基肥在播种前7-10天施入，深翻入土,2024-06-19,土壤专家,archived,2023-07-13 14:56:57
33,5646,354,加入作物354专用施肥方案33,980.36,"{""复合肥"": ""56kg/亩"", ""有机肥"": ""1838kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""14kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""24kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""14kg/亩""}]",254.67,846.72,有机肥需充分腐熟后使用,2023-05-16,系统自动生成,active,2023-07-05 01:46:20
34,8276,122,地方作物122专用施肥方案34,522.56,"{""复合肥"": ""54kg/亩"", ""有机肥"": ""1613kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""16kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""17kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""11kg/亩""}]",465.69,1736.16,叶面肥在早晨或傍晚喷施效果最佳,2024-08-18,系统自动生成,active,2024-05-20 21:20:32
35,9412,37,葡萄专用施肥方案35,466.47,"{""复合肥"": ""43kg/亩"", ""有机肥"": ""2614kg/亩"", ""石灰"": ""97kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""18kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""30kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""15kg/亩""}]",262.24,703.44,追肥分3次施用，根据作物生长情况调整,2024-04-10,作物专家,active,2023-02-23 02:50:54
36,7029,189,这样作物189专用施肥方案36,538.24,"{""复合肥"": ""35kg/亩"", ""有机肥"": ""2036kg/亩"", ""石灰"": ""127kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""21kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""26kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""17kg/亩""}]",340.81,1128.62,叶面肥在早晨或傍晚喷施效果最佳,2024-09-10,作物专家,archived,2024-04-12 16:19:35
37,3744,123,一次作物123专用施肥方案37,554.56,"{""复合肥"": ""59kg/亩"", ""有机肥"": ""1928kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""22kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""25kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""16kg/亩""}]",259.48,885.83,追肥分3次施用，根据作物生长情况调整,2023-10-22,农技专家,active,2025-01-20 16:44:31
38,756,408,美国作物408专用施肥方案38,973.34,"{""复合肥"": ""43kg/亩"", ""有机肥"": ""2836kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""18kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""16kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""11kg/亩""}]",345.46,1097.3,施肥后及时浇水，促进养分吸收,2022-09-03,土壤专家,active,2023-02-13 20:12:41
39,4859,135,问题作物135专用施肥方案39,555.66,"{""复合肥"": ""39kg/亩"", ""有机肥"": ""1563kg/亩"", ""石灰"": ""65kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""19kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""25kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""13kg/亩""}]",230.83,872.5,基肥在播种前7-10天施入，深翻入土,2023-03-29,农技专家,archived,2024-10-16 03:13:48
40,8470,166,阅读作物166专用施肥方案40,707.62,"{""复合肥"": ""37kg/亩"", ""有机肥"": ""2575kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""12kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""22kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""17kg/亩""}]",753.06,2150.85,施肥后及时浇水，促进养分吸收,2023-08-05,系统自动生成,draft,2022-12-03 03:33:17
41,2957,288,网上作物288专用施肥方案41,502.09,"{""复合肥"": ""57kg/亩"", ""有机肥"": ""1169kg/亩"", ""石灰"": ""116kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""21kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""18kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""12kg/亩""}]",731.8,2192.67,叶面肥在早晨或傍晚喷施效果最佳,2022-11-03,系统自动生成,draft,2025-01-26 00:34:00
42,597,424,汽车作物424专用施肥方案42,472.37,"{""复合肥"": ""44kg/亩"", ""有机肥"": ""1941kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""15kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""24kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""19kg/亩""}]",510.63,1580.05,有机肥需充分腐熟后使用,2024-07-26,土壤专家,archived,2023-03-01 00:01:44
43,3457,177,生产作物177专用施肥方案43,753.85,"{""复合肥"": ""43kg/亩"", ""有机肥"": ""1021kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""23kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""17kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""15kg/亩""}]",575.58,1737.33,追肥分3次施用，根据作物生长情况调整,2024-04-14,系统自动生成,active,2023-02-10 01:37:33
44,6996,309,以下作物309专用施肥方案44,918.73,"{""复合肥"": ""32kg/亩"", ""有机肥"": ""2702kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""22kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""20kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""20kg/亩""}]",297.94,875.74,施肥后及时浇水，促进养分吸收,2025-02-24,土壤专家,active,2024-11-29 06:49:03
45,5871,404,管理作物404专用施肥方案45,574.58,"{""复合肥"": ""47kg/亩"", ""有机肥"": ""2966kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""20kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""26kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""14kg/亩""}]",255.01,887.39,追肥分3次施用，根据作物生长情况调整,2022-11-04,作物专家,draft,2024-09-08 14:18:21
46,7459,351,为了作物351专用施肥方案46,421.96,"{""复合肥"": ""33kg/亩"", ""有机肥"": ""1309kg/亩"", ""石灰"": ""143kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""23kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""29kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""12kg/亩""}]",388.82,1537.69,基肥在播种前7-10天施入，深翻入土,2023-08-21,作物专家,active,2024-11-14 18:36:15
47,8037,216,简介作物216专用施肥方案47,609.06,"{""复合肥"": ""30kg/亩"", ""有机肥"": ""2040kg/亩"", ""石灰"": ""108kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""16kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""22kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""11kg/亩""}]",718.01,2823.1,施肥后及时浇水，促进养分吸收,2022-12-24,作物专家,archived,2025-04-18 19:54:39
48,1984,468,积分作物468专用施肥方案48,898.15,"{""复合肥"": ""55kg/亩"", ""有机肥"": ""1372kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""12kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""16kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""18kg/亩""}]",220.79,725.59,施肥后及时浇水，促进养分吸收,2023-01-06,系统自动生成,active,2025-05-16 00:14:38
49,5514,394,但是作物394专用施肥方案49,629.91,"{""复合肥"": ""45kg/亩"", ""有机肥"": ""2593kg/亩"", ""石灰"": ""145kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""11kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""15kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""12kg/亩""}]",656.81,1912.77,基肥在播种前7-10天施入，深翻入土,2025-02-20,土壤专家,active,2025-05-13 15:12:58
50,8382,150,一般作物150专用施肥方案50,799.92,"{""复合肥"": ""42kg/亩"", ""有机肥"": ""2052kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""21kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""15kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""10kg/亩""}]",414.52,1162.04,有机肥需充分腐熟后使用,2025-04-21,农技专家,draft,2022-07-06 18:21:57
51,2584,106,标题作物106专用施肥方案51,655.16,"{""复合肥"": ""48kg/亩"", ""有机肥"": ""2329kg/亩"", ""石灰"": ""143kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""20kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""23kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""18kg/亩""}]",282.2,891.94,追肥分3次施用，根据作物生长情况调整,2024-07-26,土壤专家,draft,2023-09-15 11:08:12
